"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         149,      -5.057899812,      -4.685991251,      -4.702505495,      -9.044041415
          0,           0,         150,      -5.074694237,      -4.681282422,      -4.696877436,      -9.040288277
          0,           0,         151,      -5.092450765,      -4.679250158,      -4.693576296,      -9.036544837
          0,           0,         152,      -5.111029734,      -4.679778142,      -4.692412475,      -9.032810774
          0,           0,         153,      -5.130265194,      -4.682755057,      -4.693242858,      -9.029085437
          0,           0,         154,      -5.149964202,      -4.688081538,      -4.695961988,      -9.025368998
          0,           0,         155,      -5.169902968,      -4.695669777,      -4.700495063,      -9.021661089
          0,           0,         156,      -5.189818593,      -4.705441811,      -4.706794204,      -9.017961303
          0,           0,         157,      -5.209404883,      -4.717329095,      -4.714835193,      -9.014269411
          0,           0,         158,      -5.228312765,      -4.731271549,      -4.724614814,      -9.010585025
          0,           0,         159,      -5.246158719,       -4.74721611,      -4.736148677,      -9.006907367
          0,           0,         160,      -5.262543508,      -4.765114675,       -4.74946947,      -9.003236028
          0,           0,         161,        -5.2770817,      -4.784921256,      -4.764625598,      -8.999570153
          0,           0,         162,      -5.289439745,      -4.806588062,      -4.781680099,      -8.995909022
          0,           0,         163,      -5.299376926,      -4.830060033,       -4.80070977,      -8.992251826
          0,           0,         164,      -5.306780346,      -4.855267213,      -4.821804312,      -8.988597702
          0,           0,         165,      -5.311684618,      -4.882114078,      -4.845065254,      -8.984945941
          0,           0,         166,      -5.314270212,      -4.910464858,      -4.870604228,       -8.98129574
          0,           0,         167,       -5.31484063,      -4.940123861,      -4.898539862,      -8.977646548
          0,           0,         168,      -5.313784713,      -4.970810086,      -4.928992034,       -8.97399799
          0,           0,         169,      -5.311533546,      -5.002126469,      -4.962071311,      -8.970349832
          0,           0,         170,      -5.308520866,       -5.03352665,      -4.997859858,      -8.966702161
          0,           0,         171,      -5.305152612,       -5.06428685,      -5.036377531,      -8.963055269
          0,           0,         172,       -5.30178748,       -5.09349746,      -5.077522992,      -8.959409582
          0,           0,         173,      -5.298727472,      -5.120095807,      -5.120974165,      -8.955765965
          0,           0,         174,      -5.296216234,      -5.142962439,      -5.166027818,      -8.952125275
          0,           0,         175,      -5.294442406,      -5.161087421,      -5.211365773,      -8.948488717
          0,           0,         176,      -5.293545458,      -5.173773978,      -5.254779417,      -8.944857531
          0,           0,         177,      -5.293622577,      -5.180806511,      -5.293010126,      -8.941233102
          0,           0,         178,      -5.294735625,      -5.182504602,       -5.32206052,      -8.937616852
          0,           0,         179,      -5.296917622,      -5.179634819,      -5.338331592,      -8.934010051
          0,           0,         180,      -5.300178464,      -5.173225269,      -5.340266915,      -8.930414009
          0,           0,         181,      -5.304509847,      -5.164365282,      -5.329225418,      -8.926829951
          0,           0,         182,      -5.309889454,      -5.154054709,      -5.308704618,      -8.923258842
          0,           0,         183,      -5.316284474,      -5.143123957,      -5.282701165,      -8.919701419
          0,           0,         184,      -5.323654569,      -5.132212914,       -5.25451935,      -8.916158184
          0,           0,         185,      -5.331954316,      -5.121785495,      -5.226414052,      -8.912629454
          0,           0,         186,      -5.341135173,      -5.112159614,      -5.199732583,      -8.909115119
          0,           0,         187,       -5.35114693,      -5.103539879,      -5.175189549,      -8.905614868
          0,           0,         188,      -5.361938594,      -5.096046875,      -5.153105252,      -8.902127981
          0,           0,         189,      -5.373458618,      -5.089740977,      -5.133570726,      -8.898653519
          0,           0,         190,      -5.385654368,      -5.084640708,      -5.116551064,      -8.895190262
