"Pressure","Velocity:0","Velocity:1","Velocity:2","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Eddy_Viscosity","Points:0","Points:1","Points:2"
0.0438,0,0,0,0,0.0877,1,1.67e-07,0.00269,0.000288,0,-0,6.79,0,0.507,-0.0305,0
0.0439,0,0,0,0,0.0879,1,1.67e-07,0.00269,0.000287,0,-0,6.8,0,0.503,-0.0309,0
0.044,0,0,0,0,0.0881,1,1.67e-07,0.0027,0.000286,0,-0,6.8,0,0.499,-0.0313,0
0.0441,0,0,0,0,0.0883,1,1.67e-07,0.0027,0.000285,0,-0,6.81,0,0.495,-0.0318,0
0.0443,0,0,0,0,0.0885,1,1.67e-07,0.0027,0.000284,0,-0,6.81,0,0.491,-0.0322,0
0.0444,0,0,0,0,0.0888,1,1.67e-07,0.00271,0.000282,0,-0,6.81,0,0.486,-0.0326,0
0.0445,0,0,0,0,0.089,1,1.67e-07,0.00271,0.000281,0,-0,6.82,0,0.482,-0.0331,0
0.0447,0,0,0,0,0.0893,1,1.67e-07,0.00271,0.00028,0,-0,6.82,0,0.478,-0.0335,0
0.0448,0,0,0,0,0.0896,1,1.67e-07,0.00272,0.000278,0,-0,6.83,0,0.474,-0.0339,0
0.045,0,0,0,0,0.0899,1,1.67e-07,0.00272,0.000277,0,-0,6.83,0,0.47,-0.0343,0
0.0451,0,0,0,0,0.0902,1,1.67e-07,0.00272,0.000276,0,-0,6.83,0,0.466,-0.0348,0
0.0453,0,0,0,0,0.0906,1,1.67e-07,0.00273,0.000274,0,-0,6.84,0,0.462,-0.0352,0
0.0455,0,0,0,0,0.0909,1,1.67e-07,0.00273,0.000273,0,-0,6.84,0,0.457,-0.0356,0
0.0457,0,0,0,0,0.0913,1,1.67e-07,0.00273,0.000272,0,-0,6.85,0,0.453,-0.036,0
0.0458,0,0,0,0,0.0917,1,1.67e-07,0.00273,0.00027,0,-0,6.85,0,0.449,-0.0365,0
0.0461,0,0,0,0,0.0921,1,1.67e-07,0.00274,0.000269,0,-0,6.85,0,0.445,-0.0369,0
0.0463,0,0,0,0,0.0925,1,1.67e-07,0.00274,0.000267,0,-0,6.86,0,0.44,-0.0373,0
0.0465,0,0,0,0,0.093,1,1.67e-07,0.00274,0.000266,0,-0,6.86,0,0.436,-0.0377,0
0.0467,0,0,0,0,0.0934,1,1.67e-07,0.00275,0.000264,0,-0,6.86,0,0.432,-0.0381,0
