"Pressure","Velocity:0","Velocity:1","Velocity:2","Nu_Tilde","Pressure_Coefficient","Density","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Eddy_Viscosity","Points:0","Points:1","Points:2"
0.12363,0,0,0,0,0.24725,1,1.6667e-07,0.00013564,-5.1641e-06,0,-0,57.015,0,-0.021474,-0.058731,0
0.13215,0,0,0,0,0.2643,1,1.6667e-07,0.00013938,-6.4552e-06,0,-0,56.078,0,-0.034032,-0.058202,0
0.14127,0,0,0,0,0.28255,1,1.6667e-07,0.00014329,-7.8764e-06,0,-0,55.131,0,-0.046331,-0.05758,0
0.15103,0,0,0,0,0.30207,1,1.6667e-07,0.00014741,-9.4422e-06,0,-0,54.173,0,-0.058359,-0.056865,0
0.16146,0,0,0,0,0.32293,1,1.6667e-07,0.00015172,-1.1169e-05,0,-0,53.204,0,-0.070106,-0.056057,0
0.17261,0,0,0,0,0.34522,1,1.6667e-07,0.00015624,-1.3076e-05,0,-0,52.221,0,-0.081561,-0.055157,0
0.18451,0,0,0,0,0.36901,1,1.6667e-07,0.00016099,-1.5184e-05,0,-0,51.225,0,-0.092714,-0.054165,0
0.1972,0,0,0,0,0.3944,1,1.6667e-07,0.00016596,-1.7517e-05,0,-0,50.213,0,-0.10355,-0.053083,0
0.21073,0,0,0,0,0.42146,1,1.6667e-07,0.00017116,-2.0105e-05,0,-0,49.184,0,-0.11407,-0.051911,0
0.22514,0,0,0,0,0.45028,1,1.6667e-07,0.00017661,-2.298e-05,0,-0,48.137,0,-0.12426,-0.050651,0
0.24047,0,0,0,0,0.48094,1,1.6667e-07,0.00018231,-2.618e-05,0,-0,47.071,0,-0.1341,-0.049305,0
0.25676,0,0,0,0,0.51352,1,1.6667e-07,0.00018825,-2.975e-05,0,-0,45.983,0,-0.14359,-0.047874,0
0.27404,0,0,0,0,0.54809,1,1.6667e-07,0.00019444,-3.3743e-05,0,-0,44.872,0,-0.15273,-0.046361,0
0.29234,0,0,0,0,0.58468,1,1.6667e-07,0.00020083,-3.8212e-05,0,-0,43.731,0,-0.16149,-0.044768,0
0.31166,0,0,0,0,0.62332,1,1.6667e-07,0.00020734,-4.3213e-05,0,-0,42.552,0,-0.16988,-0.043097,0
0.33201,0,0,0,0,0.66403,1,1.6667e-07,0.00021374,-4.8778e-05,0,-0,41.314,0,-0.17789,-0.04135,0
0.35343,0,0,0,0,0.70686,1,1.6667e-07,0.00021952,-5.4873e-05,0,-0,39.978,0,-0.18551,-0.039531,0
0.37595,0,0,0,0,0.7519,1,1.6667e-07,0.00022373,-6.1309e-05,0,-0,38.476,0,-0.19273,-0.037641,0
0.39961,0,0,0,0,0.79921,1,1.6667e-07,0.00022467,-6.76e-05,0,-0,36.697,0,-0.19954,-0.035684,0
0.42428,0,0,0,0,0.84856,1,1.6667e-07,0.00021977,-7.2775e-05,0,-0,34.486,0,-0.20595,-0.033663,0
0.44953,0,0,0,0,0.89907,1,1.6667e-07,0.0002057,-7.5205e-05,0,-0,31.648,0,-0.21194,-0.03158,0
0.47431,0,0,0,0,0.94863,1,1.6667e-07,0.00017885,-7.2495e-05,0,-0,27.948,0,-0.21751,-0.029437,0
0.49681,0,0,0,0,0.99362,1,1.6667e-07,0.00013611,-6.1493e-05,0,-0,23.057,0,-0.22265,-0.027239,0
0.51453,0,0,0,0,1.0291,1,1.6667e-07,7.5303e-05,-3.8183e-05,0,-0,16.203,0,-0.22736,-0.024986,0
0.52415,0,0,0,0,1.0483,1,1.6667e-07,-5.7271e-06,3.2878e-06,0,-0,4.2205,0,-0.23164,-0.022682,0
0.5211,0,0,0,0,1.0422,1,1.6667e-07,-0.00010985,7.2208e-05,0,-0,17.479,0,-0.23547,-0.02033,0
0.49744,0,0,0,0,0.99489,1,1.6667e-07,-0.00023892,0.00018249,0,-0,24.462,0,-0.23886,-0.017931,0
