"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         158,      -5.348794686,      -4.927294064,      -4.859997485,      -9.383722681
          0,           0,         159,      -5.346520447,      -4.925434611,      -4.858399916,      -9.375438723
          0,           0,         160,       -5.34459092,      -4.923763324,      -4.857097134,      -9.367334614
          0,           0,         161,      -5.343025856,      -4.922281079,      -4.856093067,      -9.359760535
          0,           0,         162,      -5.341810704,      -4.920986103,        -4.8553852,       -9.35224622
          0,           0,         163,      -5.340906457,      -4.919868585,      -4.854951839,      -9.344897682
          0,           0,         164,      -5.340324982,      -4.918873056,      -4.854703209,      -9.337852657
          0,           0,         165,      -5.340035207,       -4.91791818,      -4.854535626,      -9.330997206
          0,           0,         166,      -5.339921141,      -4.916936267,      -4.854359996,      -9.324382978
          0,           0,         167,      -5.339929007,      -4.915827697,      -4.854023048,      -9.318156721
          0,           0,         168,      -5.339953438,      -4.914495682,      -4.853386013,      -9.312100874
          0,           0,         169,      -5.339850701,       -4.91286992,      -4.852336631,      -9.306315367
          0,           0,         170,      -5.339513357,      -4.910884755,      -4.850761911,      -9.300606793
          0,           0,         171,      -5.338870663,      -4.908482487,      -4.848568015,      -9.295330263
          0,           0,         172,      -5.337853297,       -4.90564424,      -4.845723367,      -9.290479634
          0,           0,         173,      -5.336413433,      -4.902395287,      -4.842262217,      -9.285671567
          0,           0,         174,      -5.334597175,      -4.898757117,      -4.838230988,      -9.281242959
          0,           0,         175,      -5.332472351,      -4.894789533,      -4.833742546,      -9.277085348
          0,           0,         176,      -5.330137292,      -4.890578543,      -4.828954431,      -9.273197724
          0,           0,         177,      -5.327723233,      -4.886226468,      -4.824052833,      -9.269469742
          0,           0,         178,      -5.325389947,       -4.88182261,      -4.819217558,      -9.266381462
          0,           0,         179,      -5.323290136,       -4.87746596,       -4.81463847,      -9.263558108
          0,           0,         180,      -5.321566822,      -4.873254356,      -4.810497469,      -9.260963748
          0,           0,         181,      -5.320349004,      -4.869273328,       -4.80695345,      -9.258721832
          0,           0,         182,      -5.319758568,      -4.865591742,      -4.804132301,      -9.256808128
          0,           0,         183,      -5.319863331,      -4.862259668,      -4.802132258,      -9.255278243
          0,           0,         184,      -5.320709854,      -4.859325454,      -4.801026245,      -9.254140675
          0,           0,         185,      -5.322317247,      -4.856823239,      -4.800854183,      -9.253329585
          0,           0,         186,      -5.324677955,      -4.854775544,      -4.801625048,      -9.252934027
          0,           0,         187,      -5.327759794,      -4.853196086,      -4.803319202,      -9.252924262
          0,           0,         188,      -5.331517355,       -4.85209061,      -4.805887455,      -9.253280849
          0,           0,         189,      -5.335871521,      -4.851461446,      -4.809262039,      -9.253988783
          0,           0,         190,      -5.340737476,      -4.851309385,      -4.813351095,      -9.255043822
          0,           0,         191,      -5.346021637,      -4.851632251,      -4.818041904,      -9.256403988
          0,           0,         192,      -5.351625126,      -4.852425307,      -4.823203618,      -9.257963528
          0,           0,         193,      -5.357447289,      -4.853681561,      -4.828690368,      -9.259666955
          0,           0,         194,      -5.363389017,      -4.855391101,      -4.834345011,      -9.261395738
          0,           0,         195,      -5.369355646,      -4.857541561,      -4.840003666,      -9.263100301
          0,           0,         196,      -5.375259355,      -4.860116836,      -4.845501146,       -9.26466998
          0,           0,         197,      -5.381021183,      -4.863095714,      -4.850677177,      -9.265854796
          0,           0,         198,      -5.386572953,      -4.866451553,      -4.855382951,      -9.266559507
          0,           0,         199,      -5.391858858,      -4.870150455,      -4.859487712,      -9.266606157
          0,           0,         200,      -5.396837234,      -4.874150003,      -4.862884465,      -9.265827385
          0,           0,         201,      -5.401333694,      -4.878411947,      -4.865574281,      -9.264316943
          0,           0,         202,      -5.405271138,      -4.882893139,      -4.867537843,      -9.261737273
          0,           0,         203,      -5.408946735,      -4.887522387,      -4.868631513,      -9.258033739
          0,           0,         204,      -5.412100672,      -4.892196198,       -4.86896368,      -9.253193732
          0,           0,         205,      -5.414927542,      -4.896834475,      -4.868515786,       -9.24735143
          0,           0,         206,      -5.417649652,      -4.901320178,      -4.867293743,      -9.240284617
          0,           0,         207,      -5.420045449,      -4.905509452,      -4.865454881,      -9.232160167
          0,           0,         208,      -5.422090828,      -4.909309787,      -4.863128139,       -9.22309956
          0,           0,         209,      -5.424101831,      -4.912625865,      -4.860369084,      -9.213842109
          0,           0,         210,      -5.426002159,       -4.91531045,      -4.857305321,      -9.204198643
          0,           0,         211,      -5.427387109,      -4.917337775,      -4.854165249,      -9.194099947
          0,           0,         212,      -5.428768049,       -4.91864782,      -4.850943701,      -9.183498603
          0,           0,         213,       -5.43004361,      -4.919165563,      -4.847748967,      -9.172711441
          0,           0,         214,      -5.431051814,      -4.918937907,      -4.844705099,      -9.161571712
          0,           0,         215,      -5.431887412,      -4.917992158,       -4.84184003,      -9.150603854
          0,           0,         216,      -5.432642897,      -4.916340611,      -4.839194711,      -9.140048365
          0,           0,         217,      -5.433245808,      -4.914080372,      -4.836821544,      -9.129611915
          0,           0,         218,       -5.43377991,      -4.911387007,      -4.834717665,      -9.119366208
          0,           0,         219,       -5.43429116,      -4.908228154,      -4.832881943,      -9.109392289
          0,           0,         220,        -5.4347091,       -4.90475301,      -4.831345016,      -9.099469306
          0,           0,         221,      -5.435225097,      -4.901185536,      -4.830076416,      -9.089882138
          0,           0,         222,      -5.435821272,      -4.897512979,      -4.829041475,      -9.080974115
          0,           0,         223,      -5.436434787,      -4.893839297,       -4.82826044,      -9.072492508
          0,           0,         224,      -5.437059187,      -4.890299457,      -4.827726043,      -9.064338581
          0,           0,         225,      -5.438085209,      -4.887047388,      -4.827356509,      -9.056602933
          0,           0,         226,      -5.439204973,      -4.883985647,      -4.827161802,      -9.049274812
          0,           0,         227,      -5.440416662,      -4.881233754,      -4.827147532,      -9.042253663
          0,           0,         228,      -5.441783552,      -4.878866367,      -4.827290739,      -9.035807671
          0,           0,         229,      -5.443611814,      -4.876909619,       -4.82752301,      -9.029979047
          0,           0,         230,       -5.44555783,      -4.875295967,      -4.827873162,      -9.024497698
          0,           0,         231,      -5.447615447,       -4.87407765,      -4.828341573,      -9.019373429
          0,           0,         232,      -5.449785683,      -4.873269137,      -4.828917997,      -9.014694347
          0,           0,         233,      -5.452241349,      -4.872853558,      -4.829569522,      -9.010470878
          0,           0,         234,      -5.454892123,      -4.872769295,      -4.830293456,       -9.00663166
          0,           0,         235,      -5.457591174,      -4.872993773,      -4.831106672,      -9.003236217
          0,           0,         236,      -5.460307907,      -4.873509822,      -4.832010327,      -9.000232884
